tracking_id	gene_id	gene_short_name	0_10_FPKM	0_12_FPKM	0_FPKM	10_25_FPKM	12_FPKM	21_25_FPKM	25_FPKM	3_FPKM	6_FPKM
YBR204C	YBR204C	YBR204C	22.5531	28.5607	32.5813	32.1484	37.0334	28.4106	35.9002	32.7139	35.1124
YBR205W	YBR205W	KTR3	112.128	148.906	117.83	145.573	144.302	142.452	136.15	137.4	137.235
YBR206W	YBR206W	YBR206W	125.935	145.504	127.9	164.974	152.879	136.68	150.228	166.149	143.421
YBR207W	YBR207W	FTH1	92.9103	66.0455	112.83	75.291	85.8913	65.6882	86.3139	87.0249	87.5268
YBR208C	YBR208C	DUR1%2C2	54.9516	16.9876	13.9454	14.0808	12.2841	16.0247	11.3796	12.8118	11.6575
YBR209W	YBR209W	YBR209W	0.821939	0.89512	1.55625	0.517038	1.32336	0.462541	0.525275	0.507635	0
YBR210W	YBR210W	ERV15	131.909	123.066	160.873	128.006	108.527	120.969	110.77	114.134	108.694
YBR211C	YBR211C	AME1	36.5133	31.2578	34.5865	34.3164	36.7967	33.56	34.9423	36.985	35.4444
YBR212W	YBR212W	NGR1	45.6896	34.9307	44.6086	29.2876	45.5932	33.7288	45.9439	46.06	47.542
YBR213W	YBR213W	MET8	7.31174	10.8126	8.8407	9.10202	7.76556	7.44966	8.65679	11.028	10.047
YBR214W	YBR214W	SDS24	7.20407	11.5419	12.4597	12.8543	13.5692	11.0317	12.7935	11.166	15.2816
YBR215W	YBR215W	HPC2	46.3687	34.95	43.4645	34.8077	39.5039	39.2048	41.3837	42.1453	40.4768
YBR216C	YBR216C	YBP1	27.6122	26.7262	29.619	25.2945	29.4126	27.8572	29.0187	29.4059	29.0206
YBR217W	YBR217W	ATG12	50.7403	37.033	47.9933	44.9716	47.5652	44.1492	46.5436	42.9961	44.39
YBR218C	YBR218C	PYC2	75.3951	97.541	47.4666	82.1576	57.3261	89.2707	57.7057	54.3533	58.0949
YBR219C	YBR219C	YBR219C	2.06289	0.733189	2.93039	2.28039	0.61926	1.88522	3.11104	1.11418	2.54635
YBR220C	YBR220C	YBR220C	46.8663	51.8217	50.9592	51.5196	55.9103	59.2385	55.4654	55.2703	54.2356
YBR221C	YBR221C	PDB1	524.53	515.989	500.202	530.394	505.419	540.937	507.515	485.799	511.1
YBR221W-A	YBR221W-A	YBR221W-A	42.2234	45.9827	0	26.5605	22.6606	0	0	0	0
YBR222C	YBR222C	PCS60	122.034	105.671	112.339	102.115	83.7085	95.9856	80.1273	87.0282	76.7234
YBR223C	YBR223C	TDP1	8.68415	8.65711	11.5097	8.23613	8.92692	9.8491	11.1422	10.8918	9.63572
YBR223W-A	YBR223W-A	YBR223W-A	155.622	156.441	135.994	135.545	205.587	148.204	137.704	251.373	109.386
YBR224W	YBR224W	YBR224W	1.53188	2.00193	3.48053	0.578175	1.31542	0.862057	1.17477	2.27064	1.79972
YBR225W	YBR225W	YBR225W	11.8009	11.0811	10.5743	10.9244	10.47	11.1506	10.3162	10.3714	9.73714
YBR226C	YBR226C	YBR226C	23.085	22.1236	19.8147	27.0101	21.3097	16.3686	19.4739	21.1011	20.4917
YBR227C	YBR227C	MCX1	66.0495	56.9543	50.8309	57.2118	51.6804	54.1503	50.0318	50.7845	49.216
YBR228W	YBR228W	SLX1	39.5946	35.3597	33.7716	36.1128	37.5929	36.392	33.1654	32.3837	37.2947
YBR229C	YBR229C	ROT2	28.3797	30.75	34.9156	27.3658	31.8499	29.5556	30.9699	32.6367	31.6066
YBR230C	YBR230C	OM14	72.2659	94.2329	174.035	90.02	139.061	95.782	157.386	143.879	155.466
YBR230W-A	YBR230W-A	YBR230W-A	294.891	268.23	469.515	212.904	214.015	216.864	209.871	355.975	223.093
YBR231C	YBR231C	SWC5	28.4885	27.7166	37.5788	29.3014	32.1002	28.5684	33.3922	39.1085	36.1308
YBR232C	YBR232C	YBR232C	2.76744	2.32746	4.2392	1.92055	1.65487	2.40537	3.51207	3.77125	3.58693
YBR233W	YBR233W	PBP2	39.3666	30.4888	41.1506	30.5874	32.766	30.421	34.6058	38.847	37.0265
YBR233W-A	YBR233W-A	DAD3	244.733	227.504	229.6	209.425	201.749	203.481	225.443	217.872	223.053
YBR234C	YBR234C	ARC40	186.962	206.892	250.459	193.864	197.496	188.872	202.926	227.214	206.333
YBR235W	YBR235W	YBR235W	18.005	20.4979	17.6659	20.0632	21.0637	21.4735	21.8139	20.3524	21.1333
YBR236C	YBR236C	ABD1	75.5585	56.6596	80.3324	53.1247	60.9423	54.0855	59.324	67.0916	58.9541
YBR237W	YBR237W	PRP5	35.613	26.1591	36.9035	24.5041	21.6715	24.6729	20.5457	26.4744	23.2709
YBR238C	YBR238C	YBR238C	33.9277	57.5654	28.9845	58.0494	54.0072	60.9506	55.3861	40.2779	50.7409
YBR239C	YBR239C	ERT1	15.8976	20.8808	15.9316	20.8684	21.3207	23.6368	20.143	17.5497	17.4212
YBR240C	YBR240C	THI2	2.1631	3.08052	1.83776	2.87838	3.08084	3.8859	3.61542	2.67189	3.25808
YBR241C	YBR241C	YBR241C	6.84965	10.4268	14.1871	9.71255	12.1047	11.5425	12.4792	11.8731	12.597
YBR242W	YBR242W	YBR242W	268.512	245.035	222.034	247.44	227.609	236.25	201.368	209.681	206.512
YBR243C	YBR243C	ALG7	56.5358	58.0173	70.2015	59.9216	64.5885	56.8061	62.9606	67.4578	67.5779
YBR244W	YBR244W	GPX2	278.55	212.765	241.739	234.823	273.785	172.701	265.143	263.075	279.332
YBR245C	YBR245C	ISW1	36.1699	38.7368	34.3696	41.5416	37.4709	38.632	37.544	38.5254	39.0101
YBR246W	YBR246W	RRT2	86.8295	95.3736	82.8294	99.5934	93.2532	96.4928	90.2984	89.48	90.8585
YBR247C	YBR247C	ENP1	148.521	202.409	143.045	225.495	190.947	204.142	196.536	189.037	200.825
YBR248C	YBR248C	HIS7	195.784	159.16	142.224	132.415	126.688	143.266	127.135	157.801	135.119
YBR249C	YBR249C	ARO4	600.947	1110.09	251.412	1053.53	679.463	984.918	687.58	510.756	664.76
YBR250W	YBR250W	SPO23	2.23608	2.16882	2.69021	2.41759	3.26268	2.75262	2.94733	2.33047	3.32941
YBR251W	YBR251W	MRPS5	47.0656	50.6054	59.8279	49.9427	56.0051	47.8913	53.8776	63.9579	59.7055
YBR252W	YBR252W	DUT1	300.306	432.878	286.56	458.237	326.827	409.489	388.414	313.629	368.618
YBR253W	YBR253W	SRB6	181.848	169.839	184.597	164.738	154.446	193.077	179.398	168.285	170.546
YBR254C	YBR254C	TRS20	100.753	93.4975	94.5905	92.7937	88.3522	87.6618	98.0429	97.848	87.4236
YBR255C-A	YBR255C-A	YBR255C-A	71.0255	113.576	72.2516	114.618	110.334	115.691	103.804	103.649	99.3658
YBR255W	YBR255W	MTC4	20.0994	18.5682	16.6785	18.4137	18.1101	19.7903	20.0386	18.8321	18.8073
YBR256C	YBR256C	RIB5	500.502	356.036	338.578	256.349	246.21	246.841	258.765	294.728	254.187
YBR257W	YBR257W	POP4	67.0342	55.3248	64.8838	61.0769	60.982	57.0076	62.4342	64.886	58.5657
YBR258C	YBR258C	SHG1	61.3877	56.675	55.7693	60.3955	59.0515	58.333	48.869	54.5744	56.0109
YBR259W	YBR259W	YBR259W	18.0102	16.261	17.2607	18.3657	19.9374	18.3357	19.5764	19.0775	19.8933
YBR260C	YBR260C	RGD1	24.3636	24.5921	28.2688	23.9592	27.5215	24.8465	29.8142	28.6159	28.8873
YBR261C	YBR261C	TAE1	198.81	190.958	187.085	180.393	155.772	166.813	175.245	186.296	177.595
YBR262C	YBR262C	AIM5	311.014	317.29	391.06	375.633	331.247	309.392	369.307	348.478	327.936
YBR263W	YBR263W	SHM1	395.514	401.319	332.321	378.041	312.183	374.608	324.418	328.457	337.282
YBR264C	YBR264C	YPT10	76.6412	80.0474	73.2794	82.6038	68.5318	69.4145	71.4244	76.1819	77.6735
YBR265W	YBR265W	TSC10	145.466	176.248	112.315	168.194	120.652	165.988	124.916	122.51	121.824
YBR266C	YBR266C	SLM6	304.056	316.553	259.598	327.523	295.065	304.902	290.89	276.409	313.22
YBR267W	YBR267W	REI1	132.535	139.956	107.987	145.086	127.671	132.099	135.566	124.124	137.475
YBR268W	YBR268W	MRPL37	146.305	207.22	218.394	230.599	233.353	185.942	264.739	243.157	231.756
YBR269C	YBR269C	FMP21	135.291	100.179	191.447	78.4713	100.424	77.0183	98.0745	122.218	101.63
YBR270C	YBR270C	BIT2	16.0987	15.9713	16.0294	16.8152	15.491	16.2058	14.2288	14.6156	14.9672
YBR271W	YBR271W	YBR271W	87.762	85.4218	71.7574	99.7075	81.9094	85.3775	83.8251	80.8424	82.0079
YBR272C	YBR272C	HSM3	24.7275	24.6185	29.2647	29.2652	31.1792	26.9621	29.337	28.3518	31.0702
YBR273C	YBR273C	UBX7	58.3743	70.8128	75.1549	66.759	65.8084	68.6639	68.9814	68.3715	66.5066
YBR274W	YBR274W	CHK1	42.3932	34.8143	38.4283	36.21	36.1351	35.7848	33.998	35.6371	33.502
YBR275C	YBR275C	RIF1	14.0451	13.3063	15.314	13.0087	15.6028	14.2172	15.3965	16.2312	15.5335
YBR276C	YBR276C	PPS1	48.0117	41.0788	44.3789	43.1219	41.4353	43.3989	38.663	43.1887	41.0048
YBR277C	YBR277C	YBR277C	0.241302	0	0	0	0.259006	0	0	0	0.316686
YBR278W	YBR278W	DPB3	66.4614	55.0286	67.9836	54.4468	55.7683	56.0677	54.8583	54.6315	58.0444
YBR279W	YBR279W	PAF1	113.547	110.116	106.989	110.136	108.849	105.169	107.419	107.248	110.424
YBR280C	YBR280C	SAF1	8.77663	7.18376	11.0431	6.6462	6.9304	6.79506	6.28765	8.07898	6.60411
YBR281C	YBR281C	DUG2	28.7997	25.7158	35.5343	27.5082	29.0359	26.0238	28.323	31.2787	29.3114
YBR282W	YBR282W	MRPL27	101.84	100.365	112.257	110.618	104.982	93.7382	124.494	107.859	114.512
YBR283C	YBR283C	SSH1	275.628	374.165	265.476	405.572	381.355	386.139	365.914	339.39	365.455
YBR284W	YBR284W	YBR284W	3.0773	2.28173	3.88435	2.36136	3.11566	2.8985	3.04057	3.5585	2.792
YBR285W	YBR285W	YBR285W	2.069	6.98496	2.35045	10.9326	8.88318	6.9859	7.4045	4.60018	4.59142
YBR286W	YBR286W	APE3	713.215	650.462	560.011	545.795	506.589	576.474	510.211	536.037	527.06
YBR287W	YBR287W	YBR287W	49.0353	76.9207	49.9966	82.9599	72.6789	85.2236	76.0796	58.2731	73.8885
YBR288C	YBR288C	APM3	61.1623	51.3844	52.7414	58.253	54.6326	59.9579	55.6076	56.8151	53.6434
YBR289W	YBR289W	SNF5	15.8181	18.4687	16.9667	15.4756	17.0194	16.4764	17.9334	18.1297	17.9435
YBR290W	YBR290W	BSD2	92.9573	81.5608	88.2001	82.6219	75.9438	73.631	77.9254	82.9013	78.6039
YBR291C	YBR291C	CTP1	44.7055	52.6496	33.9793	61.3411	44.2999	54.3346	44.5883	36.9836	42.1324
YBR292C	YBR292C	YBR292C	7.66618	4.63819	7.52632	6.42985	10.362	5.75213	6.53228	6.66364	8.15409
YBR293W	YBR293W	VBA2	37.4227	39.3905	28.0656	43.6339	38.1935	42.1629	37.9749	29.1566	31.375
YBR294W	YBR294W	SUL1	11.2048	11.0194	10.8678	9.69306	11.0552	11.4788	11.2616	9.11921	10.6876
YBR295W	YBR295W	PCA1	11.4673	9.06041	11.8318	10.0657	9.94212	9.19202	10.8641	9.57434	10.0277
YBR296C	YBR296C	PHO89	30.9843	1.77955	6.10849	9.40925	19.9005	3.6075	18.797	19.9513	20.6744
YBR296C-A	YBR296C-A	YBR296C-A	83.7965	0	30.2208	0	64.2459	26.9463	61.2019	14.7867	109.386
YBR297W	YBR297W	MAL33	14.5017	8.74018	28.1846	12.3463	29.7667	12.0735	31.4337	25.0288	32.6224
YBR298C	YBR298C	MAL31	12.5826	12.1803	19.0075	12.7886	18.0389	12.0635	18.3531	14.8586	18.2881
YBR298C-A	YBR298C-A	YBR298C-A	1.1927	0	1.5055	0	0	0	0	0	0
YBR299W	YBR299W	MAL32	0.86286	0.704763	0.622373	0.775399	0.926165	0.693671	0.945302	0.761298	1.00568
YBR300C	YBR300C	YBR300C	1.30053	1.41632	1.23121	1.63619	1.04696	2.01263	1.24669	1.40563	0.636634
YBR301W	YBR301W	PAU24	4.49528	5.22189	3.78281	4.90142	5.46843	5.05939	4.97951	7.40352	5.47686
YBR302C	YBR302C	COS2	0	0	0	0	0	0	0	0.0630751	0
YCL001W	YCL001W	RER1	218.303	234.442	249.961	248.142	230.927	238.881	214.904	250.135	235.985
YCL001W-A	YCL001W-A	YCL001W-A	7.78046	4.43834	9.82096	3.96203	8.94781	6.67186	5.4458	7.55114	8.22191
YCL001W-B	YCL001W-B	YCL001W-B	37.4667	30.8101	57.9093	28.8591	32.0082	20.6539	30.2962	38.7236	31.9401
YCL002C	YCL002C	YCL002C	98.8427	90.6468	86.0837	103.082	100.598	100.359	95.2703	89.862	96.24
YCL004W	YCL004W	PGS1	20.81	17.3888	22.2366	14.9227	19.8507	19.1952	18.7038	20.8499	17.9573
YCL005W	YCL005W	LDB16	65.6662	65.913	65.4377	61.7221	63.6074	66.9808	71.1092	66.7429	65.4726
YCL005W-A	YCL005W-A	VMA9	1544.55	1878.2	1561.2	1725.61	1195.71	1659.17	1411.63	1499.75	1391.86
YCL007C	YCL007C	YCL007C	14.6579	18.7152	29.0292	20.3488	8.4092	14.7907	10.0135	10.6169	8.58471
YCL008C	YCL008C	STP22	38.2769	39.2842	33.454	35.8648	41.5153	41.7833	46.4898	40.4728	41.0061
YCL009C	YCL009C	ILV6	358.074	527.969	180.577	399.635	285.697	423.977	293.163	287.14	304.053
YCL010C	YCL010C	SGF29	66.7147	71.6606	73.3182	66.8126	77.2205	78.2619	83.5736	75.1297	77.3395
YCL011C	YCL011C	GBP2	233.626	287.922	201.718	298.823	253.711	285.606	251.996	246.759	250.551
YCL012C	YCL012C	YCL012C	77.0202	91.6441	93.3186	101.684	90.5808	86.9529	88.4158	101.596	90.6108
YCL014W	YCL014W	BUD3	13.5865	12.9937	13.4967	12.328	12.6323	12.0343	11.4342	13.2703	12.6191
YCL016C	YCL016C	DCC1	42.2478	34.6456	35.3376	30.2901	31.3061	31.7951	30.122	32.5685	31.8273
YCL017C	YCL017C	NFS1	92.5171	87.8423	103.171	88.4268	88.05	81.7753	90.8774	98.6264	88.6067
YCL018W	YCL018W	LEU2	0	0	0	0	0	0	0	0	0
YCL019W	YCL019W	YCL019W	0.364788	0.438012	0.236132	0.235352	0.582306	0.263182	0.502114	0.323501	0.500607
YCL020W	YCL020W	YCL020W	0	0	0	0	0	0	0	0	0
YCL021W-A	YCL021W-A	YCL021W-A	21.1198	24.195	13.8487	29.3313	27.0854	17.5961	19.9826	35.5739	26.4953
YCL022C	YCL022C	YCL022C	21.3962	22.188	23.0856	26.5961	21.815	25.8617	20.3627	25.1663	19.9969
YCL023C	YCL023C	YCL023C	0.659895	1.07797	0.416479	0	0	0.371352	0.843436	0.815112	0
YCL024W	YCL024W	KCC4	10.2709	11.269	9.98496	8.82356	10.4427	11.2395	9.48896	9.35289	9.17665
YCL025C	YCL025C	AGP1	100.04	69.2185	23.1306	43.3108	23.8689	50.4994	25.9759	22.183	23.4798
YCL026C-A	YCL026C-A	FRM2	5.05768	5.78338	7.98012	5.56765	8.00739	6.4039	8.0805	6.55968	7.09736
YCL026C-B	YCL026C-B	HBN1	10.874	12.6684	41.6562	13.6805	38.2726	12.8078	45.0892	38.2648	42.089
YCL027W	YCL027W	FUS1	25.5629	63.4758	6.32687	49.9074	34.125	57.7027	30.1561	24.1903	31.8271
YCL028W	YCL028W	RNQ1	174.687	181.872	180.517	162.249	165.039	170.56	178.57	178.978	178.439
YCL029C	YCL029C	BIK1	72.399	61.634	55.317	52.0177	51.8988	57.111	52.4096	51.6521	51.1293
YCL030C	YCL030C	HIS4	384.417	248.242	128.383	161.339	125.361	209.2	131.25	164.911	145.753
YCL031C	YCL031C	RRP7	196.309	194.4	180.73	201.136	182.458	187.576	172.202	191.061	184.915
YCL032W	YCL032W	STE50	48.7096	46.3301	47.3565	39.9442	44.3151	41.8396	42.4052	40.9106	42.9364
YCL033C	YCL033C	MXR2	77.9226	80.0505	131.012	78.189	97.523	71.1905	101.007	110.085	109.131
YCL034W	YCL034W	LSB5	86.3214	82.1579	89.0598	66.9761	70.8464	74.2242	74.003	87.2203	77.2472
YCL035C	YCL035C	GRX1	593.982	506.799	761.323	438.414	460.176	464.789	473.499	571.205	547.21
YCL036W	YCL036W	GFD2	59.4819	74.4441	64.8047	71.1785	77.0743	74.744	82.2697	72.8419	79.6472
YCL037C	YCL037C	SRO9	7.11949	6.99695	7.17835	8.02852	9.87846	8.64808	10.9307	8.90135	11.0504
YCL038C	YCL038C	ATG22	18.4895	24.4639	18.9762	24.0007	17.7316	27.85	18.994	14.8557	17.1432
YCL039W	YCL039W	GID7	19.3159	24.3881	22.3351	22.2614	22.6752	22.3746	23.0665	23.3078	22.2699
YCL040W	YCL040W	GLK1	26.615	25.1135	77.56	22.0356	59.0223	23.6857	63.9783	70.1315	64.4947
YCL041C	YCL041C	YCL041C	3.99825	2.75843	5.87421	2.10174	3.79484	2.67474	2.84192	4.00975	3.55955
YCL042W	YCL042W	YCL042W	11.8033	6.73964	9.65134	6.13745	4.76548	4.82696	6.08171	8.64616	6.06899
YCL043C	YCL043C	PDI1	364.605	530.263	443.342	605.499	601.671	537.725	629.719	572.706	609.817
YCL044C	YCL044C	MGR1	34.6408	29.7438	51.7123	30.2378	33.9086	29.8172	34.7922	48.6926	39.3368
YCL045C	YCL045C	EMC1	132.256	131.569	112.16	114.462	118.295	124.252	119.075	115.789	124.185
YCL046W	YCL046W	YCL046W	229.054	226.283	198.934	147.28	161.682	173.849	208.3	172.198	199.077
YCL047C	YCL047C	YCL047C	37.2856	34.7915	55.1713	43.1309	47.2732	42.1522	53.4132	49.0436	50.1963
YCL048W	YCL048W	SPS22	0.925346	0.744847	1.21881	0.708627	0.906867	0.452812	0.617071	0.397566	1.26045
YCL048W-A	YCL048W-A	YCL048W-A	2.77343	2.01358	3.50079	2.32616	1.98461	1.04049	1.18161	1.14193	2.41359
YCL049C	YCL049C	YCL049C	59.8261	40.7912	67.8002	44.751	43.2057	49.6219	46.4613	45.9453	46.1784
YCL050C	YCL050C	APA1	286.085	337.924	240.927	341.614	338.852	324.103	334.871	340.825	331.037
YCL051W	YCL051W	LRE1	27.5106	28.077	21.9812	26.6866	24.3589	31.0672	24.0335	24.5232	23.5785
YCL052C	YCL052C	PBN1	45.8331	49.5658	52.6672	51.6319	51.7437	49.8377	50.6457	53.174	50.3547
YCL054W	YCL054W	SPB1	147.321	159.899	116.532	168.355	125.606	153.298	125.627	126.646	131.61
YCL055W	YCL055W	KAR4	63.9062	138.221	47.2741	137.241	73.3805	145.591	74.9185	66.6015	73.6442
YCL056C	YCL056C	YCL056C	112.76	114.012	117.784	148.891	105.488	126.678	95.994	116.027	102.362
YCL057C-A	YCL057C-A	YCL057C-A	660.354	699.876	844.387	582.06	531.33	627.697	619.122	716.998	596.017
YCL057W	YCL057W	PRD1	75.4861	64.964	106.04	61.5618	79.8842	66.0821	84.1057	98.6725	82.0614
YCL058C	YCL058C	FYV5	39.9477	39.5985	44.9979	45.5099	35.0579	41.3459	43.8709	49.8841	42.3272
YCL058W-A	YCL058W-A	ADF1	256.012	284.098	295.361	268.527	256.672	238.29	291.198	283.823	266.058
YCL059C	YCL059C	KRR1	408.856	411.672	264.341	420.117	292.637	379.94	281.814	301.987	301.769
YCL061C	YCL061C	MRC1	16.2109	15.0238	18.6447	11.8434	17.5165	14.7425	17.0586	18.2835	17.3818
YCL063W	YCL063W	VAC17	48.9597	53.5137	47.1124	50.3352	53.5604	59.6367	51.6519	51.8521	48.2546
YCL064C	YCL064C	CHA1	117.07	264.166	303.988	316.051	557.15	434.573	554.742	365.379	509.925
YCL065W	YCL065W	YCL065W	0	0	0	0	0	0	0	0	0
YCL066W	YCL066W	HMLALPHA1	0	0	0	0	0	0	0	0	0
YCL067C	YCL067C	HMLALPHA2	0	0	0	0	0	0	0	0	0
YCL068C	YCL068C	YCL068C	0	0	0	0	0	0.0929074	0	0	0
YCL069W	YCL069W	VBA3	0	0	0	0	0	0	0	0	0
YCL073C	YCL073C	YCL073C	0	0	0	0	0	0	0	0.0359116	0
YCL074W	YCL074W	YCL074W	0	0.359967	0	0.0831696	0.0709577	0.0744034	0	0	0
YCL075W	YCL075W	YCL075W	0	0.219618	0	0.253711	0	0	0	0	0
YCL076W	YCL076W	YCL076W	0.265531	0.0963907	0.111723	0	0	0.0996173	0	0	0
YCR001W	YCR001W	YCR001W	18.9473	6.41955	30.2941	22.778	21.6932	14.6905	22.6027	18.7232	20.886
YCR002C	YCR002C	CDC10	207.303	195.822	202.837	196.352	188.847	192.11	185.904	198.492	197.697
YCR003W	YCR003W	MRPL32	63.0398	71.9431	93.6148	78.6189	82.8489	71.4143	77.9404	77.8677	78.7054
YCR004C	YCR004C	YCP4	214.991	243.097	292.937	226.049	266.296	219.855	265.625	283.928	274.638
YCR005C	YCR005C	CIT2	29.3506	27.7697	40.9371	32.4886	41.7297	28.243	37.3587	40.3104	36.9379
YCR006C	YCR006C	YCR006C	11.8601	16.386	7.37353	13.5849	11.4002	12.9499	14.7063	9.40208	12.478
YCR007C	YCR007C	YCR007C	21.0263	14.1223	16.4856	11.0707	16.1065	13.6568	16.3378	16.018	15.5978
YCR008W	YCR008W	SAT4	58.8239	61.3098	47.237	78.1569	71.8496	68.4136	69.9802	63.1508	69.0274
YCR009C	YCR009C	RVS161	323.144	321.77	295.965	299.847	255.043	289.615	262.561	281.97	254.608
YCR010C	YCR010C	ADY2	8.7773	4.98021	11.6378	5.01096	7.99619	4.48279	6.22207	5.55759	5.96957
YCR011C	YCR011C	ADP1	22.503	24.0824	28.1178	25.8206	31.2068	26.1485	29.8816	30.9623	29.0361
YCR012W	YCR012W	PGK1	1016.22	2812.01	1679.73	3012.71	3448.69	2822.09	3531.69	2741.11	3393.84
YCR013C	YCR013C	YCR013C	1922.82	5253.77	3179.22	6128.83	6277.11	5406.58	6785.34	5231.27	6435.85
YCR014C	YCR014C	POL4	21.4078	18.6982	16.0102	22.4961	16.8021	19.0107	17.556	16.4315	17.8091
YCR015C	YCR015C	YCR015C	34.2218	30.2592	33.7852	29.665	25.446	31.2721	24.1915	26.8427	27.2028
YCR016W	YCR016W	YCR016W	245.909	244.929	194.429	262.817	214.488	228.603	207.376	208.001	202.097
YCR017C	YCR017C	CWH43	80.5778	86.2637	74.2227	89.1353	78.4601	91.1347	78.6039	73.321	79.6691
YCR018C	YCR018C	SRD1	64.4513	51.6001	50.6668	83.4285	100.716	66.2517	93.7491	75.522	98.0433
YCR018C-A	YCR018C-A	YCR018C-A	155.219	137.396	166.007	151.991	161.683	127.365	178.845	158.672	152.714
YCR019W	YCR019W	MAK32	34.6629	35.5216	37.8427	31.2848	30.6198	32.349	32.196	32.7104	34.428
YCR020C	YCR020C	PET18	24.1129	16.9985	19.023	18.5539	17.5628	19.6272	17.4736	17.8176	15.7383
YCR020C-A	YCR020C-A	MAK31	347.427	349.367	349.49	361.734	265.042	328.851	290.935	280.343	306.694
YCR020W-B	YCR020W-B	HTL1	295.493	311.32	387.569	339.063	315.106	311.992	314.939	343.597	307.832
YCR021C	YCR021C	HSP30	16.8939	14.1423	19.579	15.1275	14.7132	15.6306	15.9832	16.7089	13.4201
YCR022C	YCR022C	YCR022C	6.06052	4.76675	5.09996	8.89549	6.50516	4.54736	8.17651	2.91124	2.6371
YCR023C	YCR023C	YCR023C	42.8468	39.5173	34.4539	33.4191	35.0822	39.4227	32.6788	35.0904	34.9428
YCR024C	YCR024C	SLM5	13.4204	11.9617	17.6971	15.0448	17.2619	13.7122	17.5364	16.4845	17.1762
YCR024C-A	YCR024C-A	PMP1	12621.1	21294.4	10511.5	21756.4	20570.1	21824.6	18481.4	13278.7	18437.7
YCR024C-B	YCR024C-B	YCR024C-B	5209.41	6350.22	3880.52	7951.46	6722.5	7410.75	5938.65	5118.52	5853.25
YCR025C	YCR025C	YCR025C	8.77232	8.04493	11.6557	7.26079	10.6548	7.01513	5.90117	8.83964	7.23235
YCR026C	YCR026C	NPP1	40.1726	39.1225	43.5578	34.268	35.4434	39.6351	32.9435	38.3971	34.2928
YCR027C	YCR027C	RHB1	56.3221	55.8384	51.1247	67.1885	51.4222	56.8236	53.4886	56.6814	53.75
YCR028C	YCR028C	FEN2	50.374	49.2444	48.8976	49.3219	48.5744	54.4791	49.3754	44.091	50.8953
YCR028C-A	YCR028C-A	RIM1	765.477	821.387	727.925	876.109	729.367	810.392	723.31	762.093	729.555
YCR030C	YCR030C	SYP1	22.5391	25.1941	26.5969	19.5449	25.1724	26.0598	25.486	24.9978	24.4235
YCR031C	YCR031C	RPS14A	8198.82	9231.14	6338.85	9092.12	7244.17	8106.13	7821.09	7226.76	7715.4
YCR032W	YCR032W	BPH1	5.78111	5.44482	6.19596	6.03235	6.00981	5.79785	5.79875	6.70046	6.17986
YCR033W	YCR033W	SNT1	31.0258	33.4438	27.9361	29.6944	30.4986	30.8192	29.9039	30.1222	31.3489
YCR034W	YCR034W	FEN1	340.944	385.924	302.588	332.228	330.107	388.788	326.466	328.998	334.54
YCR035C	YCR035C	RRP43	114.204	110.895	124.106	120.509	138.376	117.074	134.821	134.205	133.943
YCR036W	YCR036W	RBK1	108.888	71.0325	184.47	80.8538	107.555	75.2977	108.859	127.398	112.509
YCR037C	YCR037C	PHO87	54.683	46.2954	53.025	46.0125	52.5417	46.9025	52.8593	54.05	52.6741
YCR038C	YCR038C	BUD5	10.6122	9.47494	8.91854	8.12221	8.5951	8.51352	7.7558	8.69323	8.13815
YCR038W-A	YCR038W-A	YCR038W-A	19.606	74.7308	37.1218	36.9994	42.0889	22.0664	12.5296	12.1088	12.7967
YCR039C	YCR039C	MATALPHA2	0	0	0	0	0	0	0	0	0
YCR040W	YCR040W	MATALPHA1	0	0	0	0	0	0	0	0	0
YCR041W	YCR041W	YCR041W	13.9243	11.1735	9.71311	19.8231	11.0128	10.7227	11.2403	9.505	6.69663
YCR042C	YCR042C	TAF2	24.5522	22.1027	19.8704	22.7516	20.0618	21.772	19.3909	21.442	19.649
YCR043C	YCR043C	YCR043C	293.097	306.772	299.319	351.725	321.433	323.608	315.628	332.878	331.705
YCR044C	YCR044C	PER1	83.3957	91.0003	92.9234	95.2433	85.4453	82.7312	81.9445	85.9787	84.4085
YCR045C	YCR045C	RRT12	17.9073	20.0104	19.9207	19.065	20.8115	20.9451	22.824	19.9116	20.7484
YCR045W-A	YCR045W-A	YCR045W-A	54.8025	66.5743	57.5666	51.1544	61.1032	75.26	69.7686	57.9313	64.1777
YCR046C	YCR046C	IMG1	129.014	146.454	163.638	157.989	166.477	156.982	179.671	151.45	173.102
YCR047C	YCR047C	BUD23	122.63	133.548	122.015	132.308	108.771	130.604	118.189	121.576	114.897
YCR047W-A	YCR047W-A	YCR047W-A	573.309	588.111	658.745	561.416	477.359	497.134	542.809	515.705	619.788
YCR048W	YCR048W	ARE1	42.6614	45.8848	43.1206	41.0479	43.691	46.6943	45.377	46.1364	49.255
YCR049C	YCR049C	YCR049C	0.198024	0.428391	0.248266	0	0.211114	0.664096	0.251389	0.242946	0.258063
YCR050C	YCR050C	YCR050C	89.3995	106.999	104.301	92.9851	102.941	114.067	95.0321	99.4941	83.7702
YCR051W	YCR051W	YCR051W	245.658	328.759	265.712	338.544	267.101	311.884	287.841	294.172	299.746
